,area,rent amount (R$)
7187,47,1000
7188,93,1700
7189,92,5800
7190,84,2200
7191,100,1450
7192,380,4100
7193,130,2900
7194,200,6000
7195,33,2000
7196,100,2200
7197,115,2200
7198,327,7000
7199,45,880
7200,124,1942
7201,64,8900
7202,212,2100
7203,100,2200
7204,38,3008
7205,330,7500
7206,71,2140
7207,70,4500
7208,220,3400
7209,128,2500
7210,35,4900
7211,220,2000
7212,380,12000
7213,43,1375
7214,60,1250
7215,53,1700
7216,50,3900
7217,65,1910
7218,150,1450
7219,70,970
7220,49,6200
7221,30,1200
7222,45,1275
7223,260,2000
7224,32,2500
7225,197,4500
7226,500,1810
7227,136,2200
7228,120,3000
7229,115,6300
7230,130,3850
7231,87,3000
7232,95,2350
7233,70,1500
7234,87,3500
7235,50,1050
7236,50,3500
7237,128,5000
7238,86,3300
7239,100,2700
7240,139,10000
7241,72,780
7242,120,2650
7243,24,2530
7244,135,3800
7245,280,5450
7246,49,5400
7247,40,2600
7248,320,8000
7249,52,4420
7250,20,600
7251,240,12000
7252,109,2080
7253,119,3750
7254,340,2800
7255,790,10000
7256,35,1618
7257,98,2900
7258,260,4000
7259,45,1610
7260,270,8650
7261,50,1400
7262,30,900
7263,45,1100
7264,150,3000
7265,42,1390
7266,210,13000
7267,58,1780
7268,76,3100
7269,28,850
7270,130,2700
7271,60,1300
7272,54,1460
7273,111,4000
7274,80,2800
7275,600,12000
7276,73,1200
7277,80,5000
7278,145,5800
7279,42,2700
7280,98,1800
7281,80,1850
7282,367,4500
7283,68,2400
7284,90,1480
7285,154,10000
7286,47,1200
7287,230,3491
7288,180,2910
7289,120,4500
7290,110,1600
7291,450,11600
7292,400,6800
7293,25,2718
7294,62,11000
7295,95,3000
7296,110,2200
7297,140,2200
7298,34,2890
7299,22,3000
7300,177,8500
7301,96,4300
7302,100,1700
7303,68,2600
7304,300,4490
7305,160,3000
7306,140,2000
7307,136,3300
7308,65,3500
7309,200,4000
7310,120,3240
7311,62,3000
7312,390,6500
7313,67,1200
7314,52,4667
7315,39,2500
7316,270,3200
7317,82,1800
7318,200,12500
7319,33,1500
7320,110,5500
7321,70,3000
7322,93,3750
7323,65,1800
7324,280,12000
7325,130,2350
7326,100,4550
7327,40,1200
7328,140,3000
7329,170,4000
7330,110,1800
7331,45,1500
7332,275,9000
7333,46,1200
7334,98,8500
7335,120,3500
7336,180,7000
7337,250,4000
7338,85,1690
7339,126,4000
7340,132,3200
7341,216,2390
7342,54,1200
7343,160,3100
7344,62,1600
7345,270,4000
7346,145,2850
7347,63,1170
7348,115,8500
7349,51,680
7350,70,1200
7351,165,4800
7352,208,7000
7353,87,3600
7354,90,1400
7355,300,3250
7356,200,3950
7357,65,2950
7358,42,2690
7359,42,1000
7360,28,1300
7361,140,4000
7362,53,3000
7363,120,2000
7364,100,3000
7365,360,2800
7366,227,9000
7367,30,1380
7368,90,2968
7369,110,6800
7370,400,4250
7371,49,2190
7372,100,7000
7373,83,2500
7374,40,1250
7375,311,15000
7376,120,3000
7377,67,1800
7378,100,2700
7379,100,1096
7380,301,8000
7381,86,2630
7382,45,2500
7383,55,1330
7384,63,1000
7385,220,4500
7386,202,5500
7387,85,3420
7388,80,3300
7389,400,10000
7390,400,5500
7391,22,1650
7392,128,3700
7393,170,5900
7394,55,850
7395,51,740
7396,50,1440
7397,81,1600
7398,40,1100
7399,83,2500
7400,420,14000
7401,204,6000
7402,240,3500
7403,56,1160
7404,82,4150
7405,327,8799
7406,96,4250
7407,54,2306
7408,41,2100
7409,218,4950
7410,20,2150
7411,170,5000
7412,250,2500
7413,40,1100
7414,400,10000
7415,350,6000
7416,94,2000
7417,30,850
7418,142,9000
7419,177,6900
7420,126,2550
7421,160,1990
7422,54,1500
7423,20,3142
7424,75,2125
7425,60,1100
7426,150,3350
7427,156,8000
7428,206,7400
7429,100,1659
7430,47,940
7431,220,3550
7432,60,1650
7433,457,8500
7434,340,7000
7435,93,4950
7436,200,7000
7437,340,8000
7438,108,5200
7439,240,4900
7440,82,1950
7441,480,6500
7442,35,700
7443,105,2200
7444,66,2800
7445,85,1450
7446,45,750
7447,50,3500
7448,30,5000
7449,450,5800
7450,52,2500
7451,235,6000
7452,141,7935
7453,80,1200
7454,247,2600
7455,49,2100
7456,325,15000
7457,200,3230
7458,220,8000
7459,170,5000
7460,46,2880
7461,63,1400
7462,160,11000
7463,100,3800
7464,23,2100
7465,35,1250
7466,120,5300
7467,150,5120
7468,220,7000
7469,48,2050
7470,45,1320
7471,160,4680
7472,46,850
7473,34,1500
7474,540,7000
7475,171,8700
7476,30,700
7477,118,1500
7478,80,1850
7479,55,5500
7480,55,1200
7481,380,6650
7482,300,7000
7483,100,2000
7484,180,5000
7485,300,7000
7486,193,2400
7487,110,4750
7488,20,720
7489,300,8300
7490,52,4100
7491,120,1935
7492,97,1700
7493,58,1200
7494,343,6000
7495,205,2720
7496,68,1500
7497,67,1700
7498,40,5000
7499,62,1200
7500,120,6500
7501,50,1400
7502,40,500
7503,22,700
7504,110,4700
7505,80,680
7506,224,6000
7507,93,6800
7508,45,1050
7509,120,2500
7510,73,2000
7511,50,1600
7512,136,4200
7513,235,15000
7514,110,3250
7515,400,4000
7516,220,2800
7517,82,2000
7518,100,2800
7519,250,15000
7520,90,3760
7521,47,1000
7522,35,1080
7523,150,1500
7524,69,7540
7525,38,740
7526,62,1720
7527,100,2500
7528,300,5780
7529,160,4500
7530,55,2000
7531,61,3300
7532,70,3000
7533,308,4700
7534,230,10500
7535,51,2500
7536,58,2300
7537,76,4250
7538,236,10000
7539,86,1950
7540,100,4062
7541,54,1100
7542,22,1956
7543,600,7500
7544,68,1830
7545,55,895
7546,36,1600
7547,205,9800
7548,60,1980
7549,171,8000
7550,100,1000
7551,71,1830
7552,69,1600
7553,15,700
7554,90,4650
7555,80,4100
7556,84,1700
7557,834,10500
7558,269,5000
7559,43,3300
7560,70,2300
7561,336,5556
7562,76,950
7563,280,2190
7564,290,7800
7565,200,5000
7566,130,3974
7567,70,3700
7568,22,6000
7569,80,1358
7570,50,1900
7571,120,6000
7572,120,1470
7573,90,1300
7574,100,1600
7575,98,2485
7576,300,2400
7577,107,3560
7578,33,3700
7579,250,10000
7580,65,800
7581,150,3700
7582,97,1633
7583,410,12000
7584,52,5000
7585,65,1500
7586,250,8000
7587,256,11000
7588,53,1250
7589,30,900
7590,45,700
7591,44,2650
7592,506,8000
7593,190,3500
7594,48,2500
7595,162,7000
7596,54,5150
7597,320,2150
7598,60,5500
7599,194,12000
7600,54,1250
7601,90,3500
7602,60,1080
7603,40,1600
7604,175,4700
7605,233,14000
7606,800,12000
7607,200,5000
7608,120,9500
7609,23,900
7610,27,750
7611,64,1900
7612,180,5900
7613,241,5525
7614,80,3060
7615,20,930
7616,140,3800
7617,160,4100
7618,45,2700
7619,79,1105
7620,100,5000
7621,73,3300
7622,36,3000
7623,30,545
7624,180,12850
7625,42,1200
7626,60,1500
7627,20,1800
7628,42,2200
7629,140,3200
7630,320,15000
7631,120,2100
7632,65,1850
7633,215,10000
7634,52,1000
7635,272,13000
7636,32,2200
7637,191,15000
7638,288,4800
7639,37,825
7640,113,2500
7641,50,850
7642,53,2622
7643,76,4500
7644,158,10900
7645,659,11000
7646,180,3000
7647,42,2900
7648,89,880
7649,220,3000
7650,90,1700
7651,280,4000
7652,40,600
7653,277,8500
7654,70,2300
7655,200,1410
7656,74,1600
7657,165,3600
7658,60,3400
7659,85,7000
7660,56,637
7661,18,900
7662,175,5900
7663,60,1250
7664,220,5200
7665,132,2700
7666,100,7000
7667,415,9500
7668,300,5500
7669,130,6000
7670,300,7200
7671,165,1800
7672,32,600
7673,117,1530
7674,890,11000
7675,350,4000
7676,212,9000
7677,61,1140
7678,62,950
7679,884,12750
7680,44,1000
7681,157,4500
7682,61,5100
7683,50,750
7684,45,1500
7685,36,700
7686,48,1190
7687,216,8000
7688,485,10900
7689,110,3800
7690,58,2400
7691,40,1480
7692,30,1110
7693,44,3400
7694,30,550
7695,190,6800
7696,32,2744
7697,79,2300
7698,90,3500
7699,61,1200
7700,65,1950
7701,76,5500
7702,84,1550
7703,60,1790
7704,40,3990
7705,254,12750
7706,50,1250
7707,400,4900
7708,35,1290
7709,76,1800
7710,470,6741
7711,40,1300
7712,200,1630
7713,65,1100
7714,97,10200
7715,113,4800
7716,300,3210
7717,60,4100
7718,20,1800
7719,62,1345
7720,400,15000
7721,100,4100
7722,182,12000
7723,50,2200
7724,50,3700
7725,84,3353
7726,167,3700
7727,60,1150
7728,220,2800
7729,67,1050
7730,78,1275
7731,63,1200
7732,45,2000
7733,151,2500
7734,90,1250
7735,54,1280
7736,40,1094
7737,160,1800
7738,230,9000
7739,22,2200
7740,105,2530
7741,63,5500
7742,700,6000
7743,80,1000
7744,50,1600
7745,234,1920
7746,30,2900
7747,62,1800
7748,350,30000
7749,125,2700
7750,102,1250
7751,65,1700
7752,130,2500
7753,151,5000
7754,82,1200
7755,65,2748
7756,189,6000
7757,186,8000
7758,650,8000
7759,65,2800
7760,363,3072
7761,71,2500
7762,90,2960
7763,266,4500
7764,200,2800
7765,185,2900
7766,138,5800
7767,140,3500
7768,90,4200
7769,35,1249
7770,25,2200
7771,180,3200
7772,200,4000
7773,80,2900
7774,90,1090
7775,170,8000
7776,380,6500
7777,76,700
7778,180,11000
7779,20,2060
7780,90,1800
7781,64,2000
7782,129,2600
7783,150,1800
7784,72,1100
7785,220,3375
7786,42,846
7787,79,5500
7788,110,2000
7789,220,5500
7790,55,1530
7791,64,3400
7792,143,4500
7793,360,2700
7794,500,2140
7795,105,3200
7796,137,2900
7797,53,4000
7798,58,2800
7799,129,3100
7800,97,6000
7801,89,4300
7802,480,5400
7803,45,500
7804,44,1300
7805,105,3600
7806,192,2750
7807,450,14000
7808,38,4500
7809,63,1280
7810,151,4000
7811,55,1381
7812,50,2650
7813,202,1890
7814,53,1000
7815,80,2200
7816,55,1450
7817,120,2960
7818,396,5500
7819,44,2300
7820,147,1800
7821,290,4100
7822,270,1400
7823,260,8500
7824,71,2900
7825,306,7900
7826,83,4550
7827,89,1760
7828,150,3900
7829,70,2300
7830,212,13800
7831,87,2350
7832,86,1190
7833,250,5000
7834,52,3400
7835,439,15000
7836,70,1210
7837,51,2200
7838,44,850
7839,170,1800
7840,60,1050
7841,136,6818
7842,34,1350
7843,30,700
7844,107,5000
7845,140,3300
7846,58,1700
7847,250,8075
7848,147,12000
7849,180,2300
7850,120,4000
7851,113,3000
7852,27,960
7853,202,3000
7854,95,2600
7855,62,1100
7856,188,4800
7857,38,892
7858,45,950
7859,150,3800
7860,76,4500
7861,68,850
7862,166,7000
7863,36,1350
7864,300,5500
7865,350,13000
7866,200,4500
7867,140,2000
7868,60,2750
7869,194,8189
7870,358,4100
7871,199,12500
7872,130,2750
7873,70,3110
7874,170,3480
7875,60,810
7876,48,4300
7877,70,1550
7878,75,2500
7879,216,4500
7880,48,1400
7881,167,1670
7882,92,1700
7883,48,1610
7884,300,4700
7885,245,10500
7886,500,14000
7887,138,2180
7888,85,1650
7889,104,3400
7890,200,7080
7891,50,1190
7892,88,1359
7893,90,2250
7894,225,4800
7895,180,2000
7896,784,12000
7897,92,4250
7898,170,3000
7899,400,15000
7900,40,2950
7901,85,2600
7902,40,1890
7903,280,4800
7904,98,3390
7905,70,1300
7906,660,6000
7907,449,15000
7908,306,5330
7909,150,2500
7910,80,2500
7911,22,2100
7912,82,1780
7913,119,3370
7914,113,6400
7915,46,807
7916,138,3500
7917,75,2400
7918,98,2400
7919,25,1336
7920,202,3000
7921,326,4200
7922,49,1625
7923,52,2500
7924,258,3500
7925,80,2400
7926,100,6330
7927,87,2200
7928,42,858
7929,82,4800
7930,200,2450
7931,60,3040
7932,250,10000
7933,60,3900
7934,70,2000
7935,79,3594
7936,220,4800
7937,38,1150
7938,310,2700
7939,87,3300
7940,236,10800
7941,113,13500
7942,45,1500
7943,144,3200
7944,24,1412
7945,94,3200
7946,27,1400
7947,210,9945
7948,180,2000
7949,25,915
7950,100,1400
7951,180,9000
7952,46,1400
7953,352,8600
7954,360,9000
7955,33,1300
7956,125,4500
7957,360,9600
7958,416,10000
7959,400,9500
7960,43,1900
7961,180,6000
7962,100,2630
7963,31,1990
7964,60,2400
7965,165,3500
7966,250,4675
7967,190,4000
7968,276,12000
7969,140,5500
7970,70,1050
7971,300,7000
7972,70,2197
7973,85,1100
7974,75,2000
7975,120,3300
7976,92,3000
7977,98,2186
7978,118,8950
7979,75,1800
7980,75,2000
7981,315,4000
7982,55,1000
7983,132,2950
7984,100,2700
7985,252,12000
7986,65,1450
7987,20,1800
7988,150,3400
7989,500,9800
7990,27,1000
7991,500,9300
7992,40,1020
7993,45,2900
7994,86,1500
7995,200,5000
7996,49,790
7997,115,4500
7998,50,644
7999,20,1800
8000,55,900
8001,78,1050
8002,127,5300
8003,450,15000
8004,132,8000
8005,62,3500
8006,300,3770
8007,195,2990
8008,45,1000
8009,52,1850
8010,46,1100
8011,179,2400
8012,60,3100
8013,45,1000
8014,200,3400
8015,15,700
8016,30,650
8017,100,1670
8018,120,5500
8019,105,3200
8020,97,2660
8021,140,4200
8022,90,2630
8023,50,2200
8024,330,8000
8025,367,6000
8026,75,3900
8027,63,1400
8028,72,1200
8029,52,1800
8030,57,2600
8031,200,3800
8032,64,1300
8033,211,11000
8034,164,2100
8035,240,4500
8036,64,820
8037,89,5700
8038,120,1850
8039,69,4100
8040,140,2500
8041,103,1300
8042,82,2800
8043,30,1585
8044,60,1400
8045,162,8000
8046,59,3000
8047,230,10500
8048,110,4500
8049,210,2300
8050,218,7800
8051,50,1600
8052,115,1920
8053,100,2000
8054,230,5000
8055,25,700
8056,280,15000
8057,390,9000
8058,60,2872
8059,150,5000
8060,60,1000
8061,22,1080
8062,30,850
8063,49,1550
8064,230,4700
8065,200,8000
8066,167,4600
8067,420,15000
8068,98,1800
8069,80,1300
8070,30,500
8071,296,12900
8072,70,1100
8073,160,7500
8074,73,1250
8075,15,700
8076,174,3300
8077,54,1200
8078,50,8800
8079,240,10500
8080,260,15000
8081,210,6375
8082,119,3680
8083,150,3500
8084,750,15000
8085,67,1800
8086,50,1428
8087,36,2500
8088,120,1900
8089,65,850
8090,240,8000
8091,93,3500
8092,35,1170
8093,51,2200
8094,85,3300
8095,57,2961
8096,50,550
8097,75,1500
8098,161,10000
8099,210,3600
8100,350,12500
8101,112,3000
8102,78,1900
8103,54,2800
8104,25,1020
8105,62,2000
8106,117,7130
8107,120,3500
8108,113,1450
8109,65,2306
8110,70,1100
8111,67,2000
8112,651,8500
8113,180,6500
8114,30,1000
8115,100,3500
8116,45,1450
8117,400,8500
8118,100,2200
8119,111,1612
8120,70,2100
8121,179,3700
8122,140,5700
8123,260,7609
8124,268,3000
8125,70,1300
8126,50,1500
8127,470,6000
8128,142,4600
8129,80,6522
8130,100,2500
8131,47,2200
8132,180,3230
8133,180,4480
8134,72,4000
8135,90,2200
8136,49,583
8137,282,5000
8138,114,2530
8139,170,7000
8140,200,3600
8141,130,3000
8142,300,7500
8143,40,4200
8144,45,750
8145,245,10000
8146,155,4000
8147,300,3500
8148,438,7735
8149,30,2200
8150,125,2800
8151,76,700
8152,58,2030
8153,140,2600
8154,49,1368
8155,45,900
8156,350,10000
8157,35,1700
8158,100,1700
8159,86,2950
8160,58,3300
8161,40,780
8162,62,2100
8163,95,2300
8164,52,2100
8165,80,1280
8166,300,6500
8167,70,1390
8168,130,4900
8169,39,1128
8170,73,4500
8171,68,2280
8172,80,1200
8173,30,1560
8174,450,3300
8175,270,15000
8176,146,6000
8177,100,2000
8178,60,1000
8179,55,3500
8180,140,6000
8181,40,650
8182,20,1100
8183,30,500
8184,68,2300
8185,35,966
8186,190,6900
8187,700,15000
8188,45,1200
8189,311,12500
8190,110,1070
8191,330,5100
8192,75,1900
8193,50,1600
8194,460,5280
8195,52,730
8196,155,13100
8197,55,840
8198,74,1900
8199,26,1396
8200,80,3000
8201,450,12000
8202,150,1060
8203,135,4200
8204,140,3500
8205,76,1300
8206,450,11900
8207,38,1300
8208,56,2000
8209,30,1512
8210,260,3800
8211,77,1260
8212,290,7000
8213,22,1500
8214,47,1500
8215,80,3700
8216,244,4774
8217,45,800
8218,85,1700
8219,98,2000
8220,100,1450
8221,120,3700
8222,190,4500
8223,500,10200
8224,105,7800
8225,50,1000
8226,126,4500
8227,74,4500
8228,130,7000
8229,140,5500
8230,160,2000
8231,250,14000
8232,90,900
8233,35,1660
8234,144,3590
8235,170,2480
8236,65,1400
8237,80,990
8238,20,3142
8239,79,5900
8240,70,2448
8241,30,2350
8242,250,6800
8243,50,930
8244,116,2300
8245,216,5000
8246,290,7000
8247,300,9500
8248,245,6000
8249,150,4900
8250,130,2318
8251,112,2878
8252,78,1680
8253,15,700
8254,84,4000
8255,23,2000
8256,174,5500
8257,104,4200
8258,63,900
8259,51,1100
8260,70,3460
8261,150,4000
8262,90,2156
8263,80,7500
8264,60,800
8265,85,1500
8266,70,3200
8267,50,800
8268,38,2080
8269,147,2600
8270,222,5083
8271,185,7500
8272,284,5100
8273,45,1470
8274,290,5300
8275,74,1250
8276,115,2690
8277,37,1600
8278,650,13000
8279,30,1459
8280,87,7900
8281,553,3360
8282,250,10700
8283,600,6000
8284,250,4500
8285,30,1799
8286,62,950
8287,115,3000
8288,130,6800
8289,35,2000
8290,350,10000
8291,100,3000
8292,85,2600
8293,60,1500
8294,197,2500
8295,177,9200
8296,96,5000
8297,48,1150
8298,678,15000
8299,126,7500
8300,130,4200
8301,113,1250
8302,380,12000
8303,80,2500
8304,20,1800
8305,32,1880
8306,420,15000
8307,500,11000
8308,33,2900
8309,700,12500
8310,50,1100
8311,70,1410
8312,332,7000
8313,83,6000
8314,62,3000
8315,30,3300
8316,240,4410
8317,27,835
8318,87,1440
8319,238,4180
8320,68,2300
8321,30,800
8322,24,1200
8323,80,1613
8324,70,1100
8325,250,10000
8326,83,3500
8327,339,14000
8328,75,1300
8329,154,4350
8330,80,1800
8331,156,1600
8332,190,5950
8333,200,2900
8334,600,10000
8335,57,1100
8336,110,2600
8337,240,6400
8338,40,2800
8339,160,1650
8340,120,3940
8341,51,820
8342,55,2300
8343,820,7225
8344,168,5500
8345,68,2500
8346,260,5500
8347,93,2490
8348,73,1250
8349,182,4200
8350,215,4000
8351,280,9500
8352,68,870
8353,76,4200
8354,156,9000
8355,271,3900
8356,297,2800
8357,73,1360
8358,350,5500
8359,100,7650
8360,100,2000
8361,180,4500
8362,350,4600
8363,40,1000
8364,106,5000
8365,63,11000
8366,200,9200
8367,65,3600
8368,25,1984
8369,95,1200
8370,36,3400
8371,273,10200
8372,159,4200
8373,110,5000
8374,130,10840
8375,20,990
8376,330,4000
8377,30,1216
8378,190,5000
8379,195,6000
8380,43,2270
8381,49,950
8382,68,1410
8383,63,2150
8384,298,9000
8385,52,3850
8386,350,10200
8387,170,5200
8388,120,5300
8389,30,1250
8390,67,1140
8391,210,4200
8392,40,1050
8393,117,3400
8394,67,1420
8395,70,1900
8396,60,1400
8397,856,10000
8398,34,1700
8399,717,2500
8400,96,1000
8401,20,1800
8402,70,1500
8403,65,2400
8404,58,1783
8405,140,4200
8406,195,8500
8407,83,1800
8408,40,1250
8409,70,900
8410,94,5000
8411,34,2800
8412,30,503
8413,73,1250
8414,270,7220
8415,40,3000
8416,25,836
8417,112,3850
8418,105,2583
8419,130,3300
8420,118,2300
8421,85,1300
8422,380,7500
8423,55,1200
8424,109,5300
8425,758,15000
8426,300,6290
8427,72,2400
8428,148,5500
8429,75,1000
8430,68,1100
8431,64,2100
8432,206,6500
8433,320,6800
8434,116,2500
8435,560,9000
8436,320,5200
8437,55,2400
8438,85,4900
8439,100,2690
8440,400,6400
8441,220,2600
8442,80,2000
8443,66,1600
8444,80,2000
8445,260,11000
8446,450,9000
8447,88,2100
8448,157,7000
8449,129,6000
8450,23,2300
8451,692,15000
8452,310,4500
8453,215,3600
8454,250,4200
8455,140,2000
8456,100,950
8457,47,1200
8458,48,1200
8459,71,3700
8460,70,1400
8461,67,2600
8462,120,1850
8463,465,8960
8464,120,5000
8465,92,1790
8466,78,3500
8467,60,1100
8468,100,1400
8469,87,5700
8470,160,2975
8471,100,4000
8472,52,1300
8473,109,6500
8474,26,1280
8475,270,5500
8476,208,6000
8477,20,1000
8478,50,1100
8479,138,1000
8480,58,3500
8481,198,8000
8482,115,4000
8483,128,13000
8484,66,3000
8485,234,14000
8486,380,6000
8487,113,3000
8488,160,2500
8489,80,1100
8490,33,980
8491,50,1500
8492,65,2200
8493,40,850
8494,261,15000
8495,50,1140
8496,281,3500
8497,119,1700
8498,52,1000
8499,40,850
8500,47,800
8501,35,1000
8502,40,700
8503,55,750
8504,72,1200
8505,30,600
8506,57,11500
8507,70,1100
8508,63,4500
8509,220,8000
8510,126,3300
8511,147,7900
8512,70,1940
8513,99,1800
8514,90,1500
8515,100,1700
8516,48,1300
8517,247,12500
8518,443,7000
8519,200,5200
8520,360,6500
8521,20,1800
8522,90,2570
8523,297,3000
8524,180,2700
8525,54,6000
8526,90,2500
8527,105,2300
8528,67,2500
8529,45,770
8530,33,1600
8531,45,620
8532,127,1125
8533,120,8950
8534,75,1880
8535,220,7800
8536,50,5000
8537,115,2500
8538,75,2400
8539,65,1305
8540,39,2300
8541,200,4000
8542,72,2560
8543,108,4500
8544,32,4500
8545,106,3200
8546,70,1100
8547,120,4500
8548,55,500
8549,100,1617
8550,162,5000
8551,75,1700
8552,44,670
8553,130,7500
8554,147,3500
8555,70,1150
8556,64,2300
8557,180,4000
8558,42,1200
8559,117,4620
8560,180,15000
8561,65,3250
8562,29,1720
8563,600,12000
8564,145,11000
8565,310,14000
8566,260,5250
8567,320,8330
8568,70,980
8569,35,800
8570,320,4950
8571,82,2800
8572,62,2580
8573,60,1550
8574,78,1700
8575,385,7000
8576,214,3500
8577,233,11000
8578,60,1500
8579,22,1300
8580,100,1700
8581,90,3000
8582,60,2500
8583,22,2100
8584,80,1610
8585,110,2200
8586,120,800
8587,193,13500
8588,55,1460
8589,165,7000
8590,46,2400
8591,55,2200
8592,150,2954
8593,57,6000
8594,160,6700
8595,200,7000
8596,60,1338
8597,180,4500
8598,62,2100
8599,90,3400
8600,35,2300
8601,95,3200
8602,320,5500
8603,127,1700
8604,210,5000
8605,160,5600
8606,273,3355
8607,211,3800
8608,145,10000
8609,92,1900
8610,70,2004
8611,254,3000
8612,350,6000
8613,55,1177
8614,80,2400
8615,280,4500
8616,100,1970
8617,98,6000
8618,85,3300
8619,78,3500
8620,58,1800
8621,50,2300
8622,30,1600
8623,75,6000
8624,350,7330
8625,136,2800
8626,290,8000
8627,99,4000
8628,750,7980
8629,110,3500
8630,340,4000
8631,178,3440
8632,28,1250
8633,38,1300
8634,254,6150
8635,51,1050
8636,134,3500
8637,38,2170
8638,400,15000
8639,136,8000
8640,250,12000
8641,94,4000
8642,62,1750
8643,80,2540
8644,89,2050
8645,51,980
8646,40,3899
8647,47,2200
8648,210,3800
8649,230,13500
8650,70,2450
8651,117,1550
8652,54,1100
8653,105,1800
8654,47,4210
8655,120,2100
8656,284,11420
8657,58,2493
8658,95,2800
8659,65,1000
8660,188,3800
8661,21,850
8662,65,3200
8663,50,1660
8664,150,7500
8665,90,2500
8666,400,7200
8667,64,1964
8668,80,2156
8669,300,6000
8670,240,3840
8671,50,1357
8672,820,13000
8673,58,2300
8674,230,1965
8675,43,2450
8676,280,5000
8677,54,1350
8678,200,3400
8679,360,3000
8680,650,15000
8681,38,850
8682,373,15000
8683,47,2200
8684,133,4300
8685,150,3700
8686,80,1200
8687,129,5500
8688,275,13000
8689,44,1700
8690,60,1900
8691,170,8000
8692,40,1559
8693,200,4100
8694,170,2499
8695,200,9000
8696,31,1900
8697,135,2165
8698,400,11000
8699,70,1200
8700,64,1750
8701,73,1200
8702,240,5100
8703,115,1750
8704,400,10000
8705,147,2800
8706,58,750
8707,92,2000
8708,330,8500
8709,60,850
8710,240,6000
8711,38,800
8712,141,6900
8713,43,2790
8714,62,940
8715,50,1500
8716,75,1200
8717,180,5400
8718,33,600
8719,580,10000
8720,136,3200
8721,238,5000
8722,109,4500
8723,90,2400
8724,171,2200
8725,40,1105
8726,119,1200
8727,330,4800
8728,60,4600
8729,118,6000
8730,134,3400
8731,280,3700
8732,120,1800
8733,288,4200
8734,180,4000
8735,43,3000
8736,57,6000
8737,200,4500
8738,96,3572
8739,320,6500
8740,110,2150
8741,35,3290
8742,270,11000
8743,85,1200
8744,60,3000
8745,550,5000
8746,45,3800
8747,130,5100
8748,50,800
8749,55,1800
8750,47,2200
8751,192,2400
8752,70,1800
8753,78,1480
8754,45,900
8755,250,900
8756,90,2240
8757,186,13000
8758,33,3999
8759,250,4300
8760,30,1750
8761,106,2000
8762,72,3000
8763,90,3000
8764,102,3315
8765,126,2500
8766,220,5000
8767,42,2300
8768,69,1600
8769,50,1490
8770,120,2210
8771,160,3500
8772,31,2900
8773,70,1100
8774,37,4000
8775,63,7400
8776,57,1500
8777,400,5500
8778,370,14000
8779,255,4500
8780,110,2700
8781,82,2400
8782,25,2805
8783,65,1750
8784,45,800
8785,95,6300
8786,55,1200
8787,96,2300
8788,72,3200
8789,44,895
8790,2000,5000
8791,49,1500
8792,119,3500
8793,52,2000
8794,80,1300
8795,200,5000
8796,181,8000
8797,220,2700
8798,125,2400
8799,55,915
8800,28,1200
8801,48,1100
8802,222,6500
8803,138,2700
8804,72,1701
8805,171,10000
8806,55,2750
8807,120,2600
8808,102,3990
8809,118,3500
8810,55,1260
8811,197,3200
8812,49,1350
8813,45,3300
8814,104,4200
8815,73,2400
8816,55,1150
8817,202,6000
8818,54,1650
8819,75,1200
8820,89,2750
8821,46,1800
8822,386,4250
8823,240,4000
8824,61,3000
8825,80,2200
8826,45,1300
8827,18,1720
8828,30,2580
8829,300,3800
8830,69,1200
8831,157,2200
8832,30,700
8833,32,1000
8834,83,1600
8835,55,2001
8836,70,2500
8837,20,3142
8838,298,3044
8839,90,1300
8840,147,4000
8841,48,2000
8842,32,3400
8843,195,2500
8844,350,6000
8845,74,2500
8846,130,3250
8847,60,1940
8848,55,1300
8849,89,1540
8850,70,3300
8851,141,3000
8852,260,2500
8853,168,3100
8854,24,550
8855,240,4500
8856,178,10000
8857,58,2380
8858,800,8500
8859,180,7000
8860,101,6140
8861,50,830
8862,55,600
8863,120,5400
8864,42,600
8865,40,860
8866,78,5800
8867,144,2740
8868,70,1200
8869,440,4000
8870,44,1250
8871,596,15000
8872,230,10000
8873,100,1200
8874,300,5500
8875,47,1900
8876,105,1620
8877,65,1300
8878,65,1860
8879,60,2100
8880,314,4000
8881,70,1800
8882,80,1450
8883,350,5500
8884,52,900
8885,380,4900
8886,70,2400
8887,45,2364
8888,44,2930
8889,142,2870
8890,96,2200
8891,88,2803
8892,169,8900
8893,40,900
8894,45,950
8895,320,6000
8896,82,11000
8897,180,8900
8898,340,8500
8899,100,2300
8900,160,10000
8901,160,6500
8902,100,1200
8903,33,4150
8904,35,1870
8905,52,1900
8906,180,5500
8907,180,3000
8908,300,10000
8909,79,2050
8910,66,1300
8911,26,2060
8912,367,8000
8913,60,900
8914,80,1800
8915,50,1170
8916,100,1250
8917,250,6000
8918,40,1200
8919,68,2400
8920,35,2000
8921,46,750
8922,21,3200
8923,45,3900
8924,107,2400
8925,220,7500
8926,380,8000
8927,150,4000
8928,15,1000
8929,35,1305
8930,120,3000
8931,24,5500
8932,70,2720
8933,50,1100
8934,220,7000
8935,180,3500
8936,148,3000
8937,52,1340
8938,48,700
8939,160,6800
8940,40,1000
8941,40,2500
8942,143,1700
8943,550,4600
8944,35,4200
8945,50,1300
8946,210,9100
8947,60,1840
8948,217,5000
8949,300,11330
8950,45,2000
8951,230,7200
